,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude
1056,2010,SC,45289214.85684188,15204083.316393992,60493298.173235856,32759288.0885891,4356929.5372596,8172997.2309931,3236283.812490401,4367819.484458701,434563.514,434563.514,18468278.54630528,South Carolina,SC,33.856892,-80.945007
1057,2011,SC,42179491.04583652,9699117.325178597,51878608.37101508,31256677.230353814,3318227.938043301,7604585.8774396,3223890.9627958,3181677.9165809997,508614.056,508614.056,13778722.685856095,South Carolina,SC,33.856892,-80.945007
1058,2012,SC,36295358.339962,13230768.307652399,49526126.647614576,28341164.201919477,3347290.0897496995,4606904.0482927,2264507.9137870003,1752229.8842838,392528.7702219001,392528.7702219001,16601974.464905905,South Carolina,SC,33.856892,-80.945007
1059,2013,SC,36442453.430099495,13388871.6798456,49831325.10994496,27353185.3215102,3325635.763471699,5763632.345117401,4482919.1484482,846660.2066691999,409747.79,409747.79,16736958.2048523,South Carolina,SC,33.856892,-80.945007
1060,2014,SC,34458805.70448131,12398302.752281088,46857108.45676245,26808746.26246809,3311377.7203192986,4338681.7216936005,2241590.9572698,1674998.9444238,358172.83,358172.83,15541218.654109096,South Carolina,SC,33.856892,-80.945007
1061,2015,SC,31030349.27196471,8517236.594321301,39547585.8662861,23327027.584211305,4026828.7435048986,3676492.944248699,2149741.7922905013,961217.0619582001,420272.52,420272.52,11428627.341183996,South Carolina,SC,33.856892,-80.945007
1062,2016,SC,27568918.8976368,6747854.545493005,34316773.443129905,20212783.462150596,4434193.458279401,2921941.977206799,1987477.6418166,522662.34839020006,313094.387,313094.387,9240516.968657494,South Carolina,SC,33.856892,-80.945007
1063,2017,SC,27277574.315580107,8056216.567997599,35333790.8835779,20166324.89590662,4203201.594055698,2908047.8256178005,2002286.0518971,456537.9916826,316851.38203800004,316851.38203800004,10430833.949543497,South Carolina,SC,33.856892,-80.945007
1064,2018,SC,26877598.827999897,11205780.957680095,38083379.78567994,20629762.443786006,3650403.8011318995,2597432.583081899,1715619.8304211998,492366.31186059996,290184.0808,290184.0808,12240630.409538291,South Carolina,SC,33.856892,-80.945007
1065,2019,SC,25918159.10072812,11314733.1256567,37232892.2263848,20019658.12008271,3574467.3357516,2324033.6448937003,1608927.8504837,266202.63841,304910.75600000005,304910.75600000005,12745104.914939806,South Carolina,SC,33.856892,-80.945007
1066,1994,SD,2217650.0,96729.0,2314379.0,2032440.0,5105.0,180105.0,0.0,0.0,23.0,273.0,575085.0,South Dakota,SD,44.299782,-99.438828
1067,1995,SD,4097709.0,103409.0,4201118.0,1996024.0,2001487.0,100198.0,0.0,0.0,120.0,493.0,636308.0,South Dakota,SD,44.299782,-99.438828
1068,1996,SD,3652033.0,137658.0,3789691.0,1750093.0,1900182.0,1758.0,1002.0,0.0,756.0,756.0,1361064.0,South Dakota,SD,44.299782,-99.438828
1069,1997,SD,4156135.0,129714.0,4285849.0,2355035.0,1800093.0,1007.0,250.0,0.0,757.0,757.0,3782957.0,South Dakota,SD,44.299782,-99.438828
1070,1998,SD,22449287.0,222456.0,22671743.0,2721915.0,1022862.0,18704510.0,2244000.0,5956310.0,10504200.0,10504200.0,1349575.0,South Dakota,SD,44.299782,-99.438828
1071,1999,SD,11624664.0,457989.5,12082653.5,2400568.0,1582993.0,7641103.0,3228080.0,2900000.0,1513023.0,1513023.0,698855.5,South Dakota,SD,44.299782,-99.438828
1072,2000,SD,9480438.508780802,112162.1795582,9592600.6883389,2047241.1802086004,2316373.0285722003,5116824.3,2062221.3,1805900.0,422100.0,422100.0,1082617.1795581998,South Dakota,SD,44.299782,-99.438828
1073,2001,SD,13509295.9043701,79294.0258897,13588589.930259798,1814486.6959896,2413620.5383805,9281188.67,6540771.67,1884920.0,136622.0,136622.0,861809.0258897,South Dakota,SD,44.299782,-99.438828
1074,2002,SD,11851629.064602999,77905.68931779999,11929534.753920797,1455333.1593084,2454371.9552946,7941923.95,7130758.95,770910.0,0.0,0.0,324236.6893178001,South Dakota,SD,44.299782,-99.438828
1075,2003,SD,10369052.966537297,102616.26636140002,10471669.2328987,1606541.4265373,3199172.92,5563338.619999999,5533656.85,23556.1,5360.0,5360.0,273894.58636139997,South Dakota,SD,44.299782,-99.438828
1076,2004,SD,8631846.652277099,183094.7500066,8814941.402283696,1927113.8822770999,3283513.94,3421218.829999999,3407143.91,12756.8,899.0,899.0,380771.6100066001,South Dakota,SD,44.299782,-99.438828
1077,2005,SD,7783713.527348098,141579.54840659996,7925293.075754698,1702063.5973481,3274439.27,2807210.66,2802586.9,3685.0,400.2,400.2,411148.59840659995,South Dakota,SD,44.299782,-99.438828
1078,2006,SD,6759940.590267001,570009.6619066,7329950.252173699,1915422.1802670006,2917336.24,1927182.1700000002,1890330.9600000002,11720.1,22942.0,22942.0,613086.8219066,South Dakota,SD,44.299782,-99.438828
1079,2007,SD,7435050.763356301,344525.8165066001,7779576.579862902,1906611.3733563004,2424507.24,3103932.1500000004,3088098.04,12268.0,1328.0,1328.0,407872.16450660006,South Dakota,SD,44.299782,-99.438828
1080,2008,SD,7050040.393475998,627839.8210066002,7677880.2144826995,1593727.2434759997,2107808.3600000003,3348504.79,3293935.55,17459.64,34166.1,34166.1,693611.7210066002,South Dakota,SD,44.299782,-99.438828
1081,2009,SD,5481636.2055659015,330818.91800660006,5812455.1235724995,1447420.2155659,1277204.7,2757011.29,2701937.8800000004,17973.11,37045.3,37045.3,373647.2180066001,South Dakota,SD,44.299782,-99.438828
1082,2010,SD,4208534.617748199,375975.81150660006,4584510.429254798,1355456.8417439007,1388057.036,1465020.7400043,1434985.97,18890.4100043,11125.36,11125.36,411743.36150660005,South Dakota,SD,44.299782,-99.438828
1083,2011,SD,5712264.017607699,234152.4730044,5946416.490612096,1306118.8976077002,3225919.74,1180225.38,1133159.42,12170.52,31247.44,31247.44,221200.70300440004,South Dakota,SD,44.299782,-99.438828
1084,2012,SD,4904414.4731928995,303945.66350440006,5208360.136697299,1250783.8351929002,1895776.738,1757853.9,1700931.59,4114.31,19134.0,19134.0,326092.7935044,South Dakota,SD,44.299782,-99.438828
1085,2013,SD,6419031.490049097,307305.5212999999,6726337.011349097,1361612.3100490998,2998624.8899999997,2058794.29,1945217.1,401.28999999999996,110826.90000000001,110826.90000000001,334885.9012999999,South Dakota,SD,44.299782,-99.438828
1086,2014,SD,5937471.7671765,266444.98169000004,6203916.748866499,1260374.0661665,2829537.2110099997,1847560.4899999998,1790479.8099999998,889.3,52324.8,52324.8,292313.76169,South Dakota,SD,44.299782,-99.438828
1087,2015,SD,6354151.816581001,85053.05124800002,6439204.8678290015,1408727.0165809994,3404884.51,1540540.29,1483700.97,877.29,52778.22,52778.22,87574.76124800001,South Dakota,SD,44.299782,-99.438828
1088,2016,SD,6170629.938984799,44604.452576,6215234.391560799,1318262.7650848003,2720246.891,2132120.2829000005,2062647.7000000002,1228.28,64379.412899999996,64379.412899999996,83525.21257600003,South Dakota,SD,44.299782,-99.438828
1089,2017,SD,6071178.019810701,333020.2556973001,6404198.275508002,1167671.5298106999,3208741.0,1694765.49,1633920.8,1191.31,56265.3,56265.3,359386.3756973001,South Dakota,SD,44.299782,-99.438828
1090,2018,SD,7354393.848179402,172411.67889999997,7526805.5270794025,1707663.4581793994,2959692.1599999997,2687038.23,2660881.6,1205.27,23923.44,23923.44,201659.81889999995,South Dakota,SD,44.299782,-99.438828
1091,2019,SD,6802528.863271498,336504.31766269985,7139033.1809342,1516504.1032715,3060734.1,2225290.66,2189553.4,1388.26,33266.48,33266.48,367305.1256626998,South Dakota,SD,44.299782,-99.438828
1092,1994,TN,162990813.0,16120312.0,179111125.0,100624689.0,938895.0,61427229.0,0.0,13625.0,49823.0,5341795.0,77308712.0,Tennessee,TN,35.747845,-86.692345
1093,1995,TN,111406044.0,6927435.0,118333479.0,96332836.0,2486125.0,12587083.0,130000.0,14837.0,121092.0,5480536.0,19014078.0,Tennessee,TN,35.747845,-86.692345
1094,1996,TN,105966508.0,12240002.0,118206510.0,86073649.0,2672199.0,17220660.0,5643197.0,5142.0,10017.0,10017.0,29376963.0,Tennessee,TN,35.747845,-86.692345
1095,1997,TN,99511754.0,9227413.0,108739167.0,82461461.0,2597749.0,14452544.0,4995116.0,954.0,18025.0,18025.0,24041098.0,Tennessee,TN,35.747845,-86.692345
1096,1998,TN,141343378.0,8645440.718,149988818.718,105702610.0,3784698.0,31856070.0,11231905.0,11904431.0,4736051.0,4736051.0,17841362.718000002,Tennessee,TN,35.747845,-86.692345
1097,1999,TN,147233455.0,11272107.542000001,158505562.542,107344313.0,2926002.0,36963140.0,17978045.0,14569556.0,4213886.0,4213886.0,15904626.542,Tennessee,TN,35.747845,-86.692345
1098,2000,TN,154883686.82444626,8985083.358594902,163868770.183041,104510968.19282348,3262061.8469242007,47110656.78469881,17684686.0566525,23039431.962046295,5841933.766,5841933.766,13421271.696637994,Tennessee,TN,35.747845,-86.692345
1099,2001,TN,139303997.22049132,7447168.021976502,146751165.2424678,76935019.59057318,3067709.866008601,59301267.7639097,21270765.136649694,31183483.61306,6491209.2142,6491209.2142,11147955.4413364,Tennessee,TN,35.747845,-86.692345
1100,2002,TN,148394684.65463814,7669623.560034201,156064308.21467212,96721871.20472352,3066141.8858650997,48606671.56404958,20026576.777816202,24050339.890059303,4476898.589999999,4476898.589999999,10963430.9449503,Tennessee,TN,35.747845,-86.692345
1101,2003,TN,135560988.545399,7379869.0038036965,142940857.54920256,88767717.59871927,2569902.9398314003,44223368.0068484,18926296.022755,22757010.9200684,2458508.995,2458508.995,10391336.565350998,Tennessee,TN,35.747845,-86.692345
1102,2004,TN,150706220.52249834,7416488.3748422,158122708.89734015,94662355.27607624,3223977.992364299,52819887.2540578,21650725.713384796,29031833.230058003,1816181.9139999999,1816181.9139999999,10233894.9004371,Tennessee,TN,35.747845,-86.692345
1103,2005,TN,127639404.59117843,16051910.561742691,143691315.15292102,80778571.00734285,3343006.156312701,43517827.427522995,20528808.466051195,21538791.640061703,1404171.967,1404171.967,19826369.106195796,Tennessee,TN,35.747845,-86.692345
1104,2006,TN,117051262.52543987,15848150.918044599,132899413.44348414,63521857.36273041,2818190.9006976993,50711214.262012005,20455720.177533798,28826871.510068208,1399899.17,1399899.17,19526410.1863797,Tennessee,TN,35.747845,-86.692345
1105,2007,TN,108482976.54298548,13199884.264124496,121682860.80711007,54194211.639847025,2707018.555091101,51581746.34804769,19130538.022581898,31419420.540055797,999265.9940000001,999265.9940000001,15595072.4638925,Tennessee,TN,35.747845,-86.692345
1106,2008,TN,95903122.70781504,17602489.75096329,113505612.45877832,43685988.329200305,5491058.7375272,46726075.64108728,17814415.692266002,26930780.480143998,1937749.6840000004,1937749.6840000004,19912280.873029087,Tennessee,TN,35.747845,-86.692345
1107,2009,TN,79141593.27678195,8230757.026622797,87372350.30340461,32081499.394469917,3008624.400833201,44051469.481478706,17445950.131011706,26361646.830079604,226971.61599999995,226971.61599999995,10188657.609040596,Tennessee,TN,35.747845,-86.692345
1108,2010,TN,75358069.403256,13169060.481545903,88527129.88480188,32901422.780395612,2789504.8907340006,39667141.73212661,20434645.0775219,18618471.620082002,568794.1330000001,568794.1330000001,15436104.638186906,Tennessee,TN,35.747845,-86.692345
1109,2011,TN,76437584.35409458,11960281.368648684,88397865.72274336,31613345.98475051,3648556.680667098,41175681.688677,20581057.602732603,20250500.6900849,252197.59,252197.59,14370025.710502192,Tennessee,TN,35.747845,-86.692345
1110,2012,TN,69641435.6444659,10020105.769014005,79661541.41347979,28196865.39290011,4115141.8912263988,37329428.360339195,17017367.6964679,16090816.806036696,4178627.2549999994,4178627.2549999994,12859329.696010903,Tennessee,TN,35.747845,-86.692345
1111,2013,TN,66738408.2925162,12607048.468027601,79345456.76054375,28936847.373278398,3928980.5786591,33872580.340578906,19646029.5774153,11617536.070008397,2575511.25,2575511.25,15357792.715902895,Tennessee,TN,35.747845,-86.692345
1112,2014,TN,73084471.8650006,11512371.681147989,84596843.54614857,29260136.616556812,4258350.343924601,39565984.904519305,17734063.093909003,11997739.563,9796117.994000003,9796117.994000003,13939701.078895496,Tennessee,TN,35.747845,-86.692345
1113,2015,TN,66527819.6703099,13442947.159735598,79970766.8300454,28125146.868411187,4519861.199375798,33882811.60252321,16770830.579302302,10297258.618999999,6647328.569999999,6647328.569999999,15418231.946183,Tennessee,TN,35.747845,-86.692345
1114,2016,TN,73666535.83118844,8567978.282930398,82234514.11411887,26380067.869954024,4430263.131501099,42856204.8297333,19819682.252433803,18184866.614,4790610.08,4790610.08,11015589.790691989,Tennessee,TN,35.747845,-86.692345
1115,2017,TN,70067998.35433911,13786531.4857538,83854529.84009288,25351275.714323793,3445144.1092463993,41271578.5307689,18158081.793815807,15587810.666,7409203.593,7409203.593,16230299.521089885,Tennessee,TN,35.747845,-86.692345
1116,2018,TN,75028077.40600654,13202646.110178906,88230723.51618546,23943885.711420696,3261642.6221934003,47822549.07239251,17773327.573831,21691256.700000003,8289256.496999999,8289256.496999999,15610215.886548106,Tennessee,TN,35.747845,-86.692345
1117,2019,TN,70170725.39698523,12979898.612619286,83150624.00960422,22566414.65175493,2807767.678817799,44796543.0664122,15508367.718994899,17446349.972999997,11811932.969999999,11811932.969999999,16568887.836931188,Tennessee,TN,35.747845,-86.692345
1118,1994,TX,252835146.0,20751702.0,273586848.0,128652963.0,2872377.0,121309806.0,0.0,10124746.0,357407.0,2610650.0,151420745.0,Texas,TX,31.054487,-97.563461
1119,1995,TX,296619751.0,14609151.0,311228902.0,136621082.0,27203844.0,132794825.0,236.0,9604759.0,431692.0,2324875.0,178427366.0,Texas,TX,31.054487,-97.563461
1120,1996,TX,255663508.0,14722451.0,270385959.0,126235520.0,23152523.0,106275465.0,1394353.0,11423197.0,965978.0,965978.0,144650274.0,Texas,TX,31.054487,-97.563461
1121,1997,TX,245527701.08642,22112469.0,267640170.08642,108959429.08642,26635600.0,109932672.0,3745487.0,14714640.0,1224108.0,1224108.0,159514987.71605,Texas,TX,31.054487,-97.563461
1122,1998,TX,298673835.84058,31086089.0,329759924.84058,122922756.84058,31841915.0,143909164.0,26852176.0,18545441.0,750291.0,750291.0,176593241.60145,Texas,TX,31.054487,-97.563461
1123,1999,TX,294170387.67762005,29264069.0,323434456.67762005,113906258.87442,34522993.8032,145741135.0,28173793.0,17919539.0,1612781.0,1612781.0,155867288.98105,Texas,TX,31.054487,-97.563461
1124,2000,TX,269177084.01960504,27457830.12070399,296634914.1403091,100439761.86954738,33029203.27543089,135708118.87462717,27913571.837711997,4158226.9020801997,719846.2,719846.2,164520025.04919234,Texas,TX,31.054487,-97.563461
1125,2001,TX,232397732.27325162,22643292.978664104,255041025.2519155,96111266.32360505,26073647.486279797,110212818.46336682,22684143.743715394,3897381.5541013,1610186.25,1610186.25,135910886.02738312,Texas,TX,31.054487,-97.563461
1126,2002,TX,252769372.491824,21775739.227423906,274545111.71924806,92940807.43995088,30057779.16380689,129770785.88806632,24837261.839512393,4749152.4919291,1414903.4950055003,1414903.4950055003,161702989.3662747,Texas,TX,31.054487,-97.563461
1127,2003,TX,244710783.16146404,26448578.566726506,271159361.7281899,93618387.89500022,19854909.700047195,131237485.56641646,24238819.405001298,3816017.9867914002,2033369.4500056999,2033369.4500056999,156695560.79868615,Texas,TX,31.054487,-97.563461
1128,2004,TX,248796837.43554834,25127621.085745662,273924458.521294,88749036.6182635,19814586.501564573,140233214.31572074,25234491.210632697,4564945.221738301,956792.9300059999,956792.9300059999,166569404.9626589,Texas,TX,31.054487,-97.563461
1129,2005,TX,242589990.73053202,28112566.999108594,270702557.72964,83411271.85430071,17791751.113833483,141386967.76239827,22009104.972646598,5213820.2994599,1178159.1002067002,1178159.1002067002,169824831.01513535,Texas,TX,31.054487,-97.563461
1130,2006,TX,215208214.0135877,29325995.2046587,244534209.21824616,83185340.87353973,13122970.179744096,118899902.96030444,21227870.166403,4145893.0225192,850115.3425062003,850115.3425062003,150055263.79537824,Texas,TX,31.054487,-97.563461
1131,2007,TX,202811770.33262554,26192409.894472025,229004180.2270977,73034372.15226085,12506740.370118694,117270657.81024635,21458625.6836802,4525496.560153998,1009141.6830057,1009141.6830057,139007005.4859997,Texas,TX,31.054487,-97.563461
1132,2008,TX,192231742.12143996,25224954.23623851,217456696.35767815,70079502.89674067,13572072.367623799,108580166.85707556,21849953.1702815,4178575.0978337997,1258203.2781337,1258203.2781337,134918109.6610184,Texas,TX,31.054487,-97.563461
1133,2009,TX,174732217.88144112,27888929.141948506,202621147.0233895,62728017.81326347,12437778.701831495,99566421.3663461,23076632.335690796,5403749.010588599,637960.1682823999,637960.1682823999,121100826.22128633,Texas,TX,31.054487,-97.563461
1134,2010,TX,192004180.7596103,22756351.822309595,214760532.58191943,62398120.61266544,12824120.914583592,116781939.23236126,27636187.46187821,5481805.900441901,1068287.3223275996,1068287.3223275996,122528163.7186173,Texas,TX,31.054487,-97.563461
1135,2011,TX,194042955.20477265,23486704.44725182,217529659.65202463,62333729.363509424,14241202.538808495,117468023.30245464,30554107.0840209,5386375.270321099,1238291.6063065,1238291.6063065,121236757.92782989,Texas,TX,31.054487,-97.563461
1136,2012,TX,205733997.93267012,25123469.131986484,230857467.06465667,64401450.85778241,16640021.952415196,124692525.12247266,26268854.68077198,5258236.356057499,624669.8936424998,624669.8936424998,139090478.60868552,Texas,TX,31.054487,-97.563461
1137,2013,TX,201011661.01548246,47156111.639572516,248167772.65505487,63105477.247972935,15457317.19887859,122448866.56863153,29350748.49111079,4947911.2330019,568093.1525053001,568093.1525053001,152059148.21656632,Texas,TX,31.054487,-97.563461
1138,2014,TX,205245961.8398042,52904298.055264235,258150260.895068,61197781.892716035,16708144.716403501,127340035.23068492,28136776.8475419,4906395.2998236,1910947.991928701,1910947.991928701,153641472.22060496,Texas,TX,31.054487,-97.563461
1139,2015,TX,189287077.0433432,51881479.248588,241168556.2919311,57963335.61188134,14823796.422937505,116499945.00852473,21287278.425520793,3807738.0652653985,583718.0105048999,583718.0105048999,145444525.31004107,Texas,TX,31.054487,-97.563461
1140,2016,TX,180200952.01054928,27235074.613834925,207436026.62438387,52804230.52630491,14108231.10802709,113288490.37621759,24443205.0706702,2763875.0828925003,586667.7611053002,586667.7611053002,126138181.74372633,Texas,TX,31.054487,-97.563461
1141,2017,TX,180189308.10589847,26160914.74735562,206350222.85325363,51674066.744261496,15806151.236158298,112709090.12547827,23055411.7322237,2195099.2859057994,851458.8235052997,851458.8235052997,125306482.20665093,Texas,TX,31.054487,-97.563461
1142,2018,TX,184441436.3373486,33643079.933244854,218084516.2705939,54093684.28789409,17861479.658162393,112486272.39129256,16975711.482598096,2028397.4930880996,881214.4517061997,881214.4517061997,137464793.6538623,Texas,TX,31.054487,-97.563461
1143,2019,TX,158684465.40453666,34598587.59061362,193283052.99515054,50516877.55615341,17244576.602527995,90923011.2458557,14221013.978765406,1655736.8677377997,1591450.947236,1591450.947236,122809318.66955075,Texas,TX,31.054487,-97.563461
1144,1994,UT,76128315.0,2063715.0,78192030.0,62051044.0,34108.0,14043163.0,0.0,13722430.0,10180.0,134407.0,2514773.0,Utah,UT,40.150032,-111.862434
1145,1995,UT,79022003.0,894937.0,79916940.0,69279504.0,1122925.0,8619574.0,250.0,8065246.0,14424.0,286987.0,2134232.0,Utah,UT,40.150032,-111.862434
1146,1996,UT,83034711.0,5223851.0,88258562.0,69177299.0,1337693.0,12519719.0,265496.0,11867047.0,34480.0,34480.0,6371865.0,Utah,UT,40.150032,-111.862434
1147,1997,UT,94254800.0,9794683.0,104049483.0,65769429.0,1230119.0,27255252.0,5635392.0,21342716.0,45280.0,45280.0,10739112.0,Utah,UT,40.150032,-111.862434
1148,1998,UT,237062166.0,8145843.0,245208009.0,64851447.0,1146801.0,171063918.0,13786566.0,103066432.0,38542596.0,38542596.0,9199590.0,Utah,UT,40.150032,-111.862434
1149,1999,UT,720916938.0,6804855.0,727721793.0,52983452.0,1053482.0,666880004.0,11324738.0,102575293.0,537214469.0,537214469.0,7844322.0,Utah,UT,40.150032,-111.862434
1150,2000,UT,459451214.49056983,8589305.661358701,468040520.15192837,49620714.57236199,999551.2000002,408830948.71820754,39121575.4769616,119073323.6632459,238620105.15,238620105.15,9779011.2893587,Utah,UT,40.150032,-111.862434
1151,2001,UT,254815512.827543,8804574.246821301,263620087.07436413,19229659.31108859,1002647.2,234583206.31645456,17371931.4901433,111462716.04731119,97054966.42000002,97054966.42000002,10150696.1958213,Utah,UT,40.150032,-111.862434
1152,2002,UT,176165642.9710514,8427460.0408,184593103.0118514,18705122.534993604,63218.0102,157397302.4258578,6726884.0803528,95756096.905505,45347164.74,45347164.74,9917548.2568,Utah,UT,40.150032,-111.862434
1153,2003,UT,236438201.18594584,11533337.755477892,247971538.94142383,9144569.929529201,57977.72000000001,227235653.53641662,9413910.425651997,130057726.13176459,79798776.17900002,79798776.17900002,12733736.909477893,Utah,UT,40.150032,-111.862434
1154,2004,UT,163945611.83417222,11521304.037538094,175466915.8717103,9836972.853554497,56412.19000000001,154052226.7906177,5310646.148808999,86806170.12180871,55255042.61,55255042.61,12809120.779538093,Utah,UT,40.150032,-111.862434
1155,2005,UT,170829132.0066508,10164393.500541307,180993525.50719208,10018617.71068569,54524.549999999996,160755989.7459651,6628876.7540324,88868376.98893271,39418500.28,39418500.28,11591269.019541306,Utah,UT,40.150032,-111.862434
1156,2006,UT,191221773.50445363,10835289.287575398,202057062.79202887,9913823.194842802,100273.14,181207677.1696108,9427284.4245986,117938374.4850122,48198812.46,48198812.46,12304271.378275398,Utah,UT,40.150032,-111.862434
1157,2007,UT,166718846.87657526,10902361.714568099,177621208.59114334,9326708.606678793,94393.60004409999,157297744.66985232,7806600.6545296,91042988.7551327,54383530.34019,54383530.34019,12295774.518623998,Utah,UT,40.150032,-111.862434
1158,2008,UT,212391007.09626302,10805501.506546102,223196508.60280904,9211865.5637371,92184.07,203086957.46252593,8464613.3750628,141785530.7270631,47669309.37,47669309.37,12438660.696446104,Utah,UT,40.150032,-111.862434
1159,2009,UT,143837697.55128923,3033742.749618101,146871440.30090734,6937019.972274896,100856.1222139,136799821.4568006,8422475.9747621,102304617.81203851,22280126.390000023,22280126.390000023,4670987.487479301,Utah,UT,40.150032,-111.862434
1160,2010,UT,174022457.37355372,2435899.504176201,176458356.87772983,8601913.3120671,102493.96022050001,165318050.10126618,11595849.903523002,90537514.5177432,58617052.17,58617052.17,4178116.0151762003,Utah,UT,40.150032,-111.862434
1161,2011,UT,195035973.79278335,3344725.2351877997,198380699.027971,11520024.7826102,108574.80023020001,183407374.20994282,9141867.743864901,110787747.2620779,59879941.514000006,59879941.514000006,5357450.4415655,Utah,UT,40.150032,-111.862434
1162,2012,UT,190203778.80379844,3103107.5307263006,193306886.3345248,8151503.868663296,104763.52622520001,181947511.4089099,7763183.910512298,65855494.1143976,104113954.21399999,104113954.21399999,4989689.201009801,Utah,UT,40.150032,-111.862434
1163,2013,UT,523180464.9739803,3601143.5966275996,526781608.570608,6209114.293720789,112363.50127220001,516858987.17898715,7811652.571799399,79237768.6641878,425437802.74300003,425437802.74300003,5507038.027504599,Utah,UT,40.150032,-111.862434
1164,2014,UT,206954919.32628232,3071625.1002095984,210026544.42649192,6556459.454218697,126212.07025830001,200272247.8018052,8757800.983102702,65153910.20870251,123516471.32999998,123516471.32999998,4565953.884754597,Utah,UT,40.150032,-111.862434
1165,2015,UT,227459345.96871072,3058682.699849799,230518028.6685605,8469423.190627402,110104.3104343,218879818.46764895,7537568.5625982,89099282.2510507,119641290.37999998,119641290.37999998,4351263.6511228,Utah,UT,40.150032,-111.862434
1166,2016,UT,267994166.71270975,4676639.990895298,272670806.703605,6718606.724869194,116174.21021920002,261159385.77762118,7854947.421509501,94152841.2821117,156523636.48,156523636.48,5893467.958456598,Utah,UT,40.150032,-111.862434
1167,2017,UT,302506061.57606035,2814791.8023740984,305320853.37843466,12105021.210159797,123017.86021790002,290278022.50568295,17382335.531599797,95777501.9419668,173787365.07999995,173787365.07999995,4204238.2131812,Utah,UT,40.150032,-111.862434
1168,2018,UT,288657457.39340067,3296193.0548031977,291953650.448204,7423218.912109297,123319.9660157,281110918.5152756,13359091.028046302,87009098.5642293,176240378.823,176240378.823,4510700.877983197,Utah,UT,40.150032,-111.862434
1169,2019,UT,195746653.1865152,3306473.473826501,199053126.6603415,10611560.013347,143369.64021789999,184991723.5329502,13436239.3561368,93227957.31021391,74650881.21800002,74650881.21800002,4269761.041213001,Utah,UT,40.150032,-111.862434
1170,1994,VA,50806007.0,2294360.0,53100367.0,48994295.0,657059.0,1154653.0,61000.0,777.0,4058.0,1039247.0,12935514.0,Virginia,VA,37.769337,-78.169968
1171,1995,VA,62244469.0,2338539.0,64583008.0,51564708.0,9423849.0,1255912.0,66900.0,5252.0,3997.0,1163902.0,16786773.0,Virginia,VA,37.769337,-78.169968
1172,1996,VA,61464688.0,2080238.0,63544926.0,51855566.0,8266149.0,1342973.0,1269031.0,5006.0,7239.0,7239.0,19372777.0,Virginia,VA,37.769337,-78.169968
1173,1997,VA,56863749.0,6627164.0,63490913.0,48541114.0,6958372.0,1364263.0,1296363.0,4950.0,32960.0,32960.0,25772063.0,Virginia,VA,37.769337,-78.169968
1174,1998,VA,74189294.71000001,8671348.0,82860642.71000001,63787734.010000005,6021415.700000001,4380145.0,2973264.0,1393363.0,3116.0,3116.0,23858195.0,Virginia,VA,37.769337,-78.169968
1175,1999,VA,72884719.33,11156566.0,84041285.33,61309703.33,6157135.0,5417881.0,3955040.0,1310137.0,143243.0,143243.0,28167887.060000002,Virginia,VA,37.769337,-78.169968
1176,2000,VA,73450913.82539979,9216663.492812498,82667577.31821218,59249960.20289658,8189045.903633598,6011907.718869699,3962588.0188389006,1984092.0,6137.0000308,6137.0000308,25606197.532812502,Virginia,VA,37.769337,-78.169968
1177,2001,VA,82777769.32834181,9767955.8872403,92545725.21558176,57911595.414822415,18359269.8336733,6506904.0798461,4188578.9071480995,2016535.0,167636.5250031,167636.5250031,27436726.0040403,Virginia,VA,37.769337,-78.169968
1178,2002,VA,81020028.00690275,9495782.495023599,90515810.50192624,56961615.961459786,18019020.634151004,6039391.4112917995,3674009.440491799,2053362.6,190711.63999999998,190711.63999999998,27100695.886652604,Virginia,VA,37.769337,-78.169968
1179,2003,VA,75219490.93165758,8960546.581763702,84180037.51342116,51444559.05090961,18123090.72159721,5651841.159150799,3317045.9631508007,1887312.3800000001,244388.69600000003,244388.69600000003,27752421.326927695,Virginia,VA,37.769337,-78.169968
1180,2004,VA,72363204.84169872,9982768.881462296,82345973.72316082,47835008.36839799,18913192.252021894,5615004.221278899,3691592.9372789003,1402337.7000000002,193902.29399999997,193902.29399999997,25803900.093756508,Virginia,VA,37.769337,-78.169968
1181,2005,VA,72261934.57958204,10968055.869923595,83229990.44950572,48057909.30803305,19075899.498328596,5128125.7732204,3344667.2032204005,1469218.5999999999,240027.14,240027.14,30149405.2324701,Virginia,VA,37.769337,-78.169968
1182,2006,VA,66724445.97147796,9462965.053492704,76187411.02497071,42347199.45777929,19478474.4923691,4898772.0213296,3310399.3513296,1293667.57,290515.05999999994,290515.05999999994,29496318.702995393,Virginia,VA,37.769337,-78.169968
1183,2007,VA,63607108.15050512,8461057.622051504,72068165.77255648,39500838.63343309,19384978.674607,4721290.842464998,2693558.3423292004,1589555.5601358,434817.67,434817.67,29345566.00441632,Virginia,VA,37.769337,-78.169968
